File1,File2,Distance,Similarity
center1170_0.jpg,center1170_0.jpg,75.35250854492188,0.013097146630246623
center1170_0.jpg,center1170_0.jpg,149.65626525878906,0.006637626376057145
center1512_+5.jpg,center1512_+5.jpg,146.24636840820312,0.006791338970260742
center1512_+5.jpg,center1512_+5.jpg,185.7390594482422,0.005355066063600725
center1175_-5.jpg,center1175_-5.jpg,124.12896728515625,0.007991754600843953
center1175_-5.jpg,center1175_-5.jpg,110.30865478515625,0.008984027360048167
center1413_-5.jpg,center1413_-5.jpg,138.66506958007812,0.007159986408961345
center721_-5.jpg,center721_-5.jpg,146.8604736328125,0.006763132671164965
center721_-5.jpg,center721_-5.jpg,72.22187805175781,0.013657120338994
center1094_+5.jpg,center1094_+5.jpg,176.6097412109375,0.00563032181220485
center1691_+5.jpg,center1691_+5.jpg,145.8800811767578,0.006808275104345729
center1045_+5.jpg,center1045_+5.jpg,68.69497680664062,0.01434823635531677
center1045_+5.jpg,center1045_+5.jpg,50.5470085144043,0.019399767878296177
center1045_+5.jpg,center1045_+5.jpg,124.42668151855469,0.007972785278960502
center1045_+5.jpg,center1045_+5.jpg,141.49559020996094,0.007017761030545186
center1119_-5.jpg,center1119_-5.jpg,50.65570068359375,0.019358947546279395
center1119_-5.jpg,center1119_-5.jpg,122.1556396484375,0.008119806797761106
center1206_0.jpg,center1206_0.jpg,137.98550415039062,0.007194994946508524
center1206_0.jpg,center1206_0.jpg,166.52627563476562,0.005969212866524663
center1206_0.jpg,center1206_0.jpg,133.18783569335938,0.007452240322924349
center1206_0.jpg,center1206_0.jpg,73.04108428955078,0.013506015067112237
center1206_0.jpg,center1206_0.jpg,45.85847854614258,0.021340855081653537
center1206_0.jpg,center1206_0.jpg,95.28378295898438,0.010385965001250386
center367_+5.jpg,center367_+5.jpg,216.10414123535156,0.004606084408661513
center367_+5.jpg,center367_+5.jpg,96.84007263183594,0.01022076101438433
center426_-5.jpg,center426_-5.jpg,127.65970611572266,0.007772441195385232
center426_-5.jpg,center426_-5.jpg,158.51182556152344,0.006269127674263258
